prfnm,entrpsnm,genrenm,telno,relateurl,mt30id
"제5회 춘천 오페라 페스티벌, 요한 슈트라우스 2세의 오페레타: 박쥐, 제5회 춘천 오페라 페스티벌, 요한 슈트라우스 2세의 오페레타: 박쥐, 제5회 춘천 오페라 페스티벌, 요한 슈트라우스 2세의 오페레타: 박쥐",(사) 춘천오페라페스티벌조직위원회,서양음악(클래식),,https://chuncheonoperafestival.com/,AG014011
"사단법인 칠곡 전통 문화 예술원 창립 공연: 예술이 피어나다, 사람이 이어지다 [칠곡], 사단법인 칠곡 전통 문화 예술원 창립 공연: 예술이 피어나다, 사람이 이어지다 [칠곡], 사단법인 칠곡 전통 문화 예술원 창립 공연: 예술이 피어나다, 사람이 이어지다 [칠곡]",(사) 칠곡전통문화예술원,한국음악(국악),,,AG022420
"한여름밤의 발레 축제, 한여름밤의 발레 축제, 한여름밤의 발레 축제",(사) 케이글로벌발레원(K-Global Ballet Institute),무용(서양/한국무용),02-523-2290,http://kgbi.or.kr/,AG016875
김현철 X 윤상 X 이현우 트리플콘서트 [서울 중구],(사) 케이컬쳐진흥원 (구. (사) 한중문화관광미디어총연합회),대중음악,,,AG021421
"世代共感 세대공감6, 해리 빅버튼 X 더베인 X 나타샤, 世代共感 세대공감6, 해리 빅버튼 X 더베인 X 나타샤, 世代共感 세대공감6, 해리 빅버튼 X 더베인 X 나타샤",(사) 코드(우무지),대중음악,,https://www.wumuji.com/,AG019872
"KISF OST CONCERT: 윤일상 & WE필하모닉 스트리밍 콘서트 [부산], KISF OST CONCERT: 윤일상 & WE필하모닉 스트리밍 콘서트 [부산], KISF OST CONCERT: 윤일상 & WE필하모닉 스트리밍 콘서트 [부산]",(사) 코리아국제스트리밍페스티벌,연예,,https://kisf.kr/kor/default.asp,AG019598
"제11회 강동필하모닉오케스트라 정기연주회, 제11회 강동필하모닉오케스트라 정기연주회, 제11회 강동필하모닉오케스트라 정기연주회",(사) 코리아로얄오케스트라,서양음악(클래식),,,AG017508
"그라시아스 콘서트: SUMMER POEM [광주], 스바보드나 [광주], 스바보드나 [광주]",(사) 코코넛,서양음악(클래식),,https://www.coconutngo.org/,AG019171
"샌드아트 & 오케스트라 호두까기인형 [전주], 샌드아트 & 오케스트라 호두까기인형 [전주], 샌드아트 & 오케스트라 호두까기인형 [전주]",(사) 클나무(클나무필하모닉오케스트라),서양음악(클래식),,,AG020195
"제4회 브랜든 색소폰 오케스트라 정기연주회: Grand Opera Gala Concert, 브랜든 색소폰 오케스트라 x 길병민, 제4회 브랜든 색소폰 오케스트라 정기연주회: Grand Opera Gala Concert, 브랜든 색소폰 오케스트라 x 길병민, 제4회 브랜든 색소폰 오케스트라 정기연주회: Grand Opera Gala Concert, 브랜든 색소폰 오케스트라 x 길병민",(사) 클래식 색소폰 협회,서양음악(클래식),070-4237-1004,https://kcsa.at/,AG017537
"고군산군도 선유도령 장자아씨 [군산], 고군산군도 선유도령 & 장자아씨 [군산] (12.05), 고군산군도 선유도령 & 장자아씨 [군산]",(사) 태 아트 컴퍼니,뮤지컬,063-442-8527,https://www.tae-art.com/,AG016364
부룬디 우무초청소년합창단 초청 연주회: 희망을 노래하는 아프리카의 빛 [대구],(사) 텐포원(TEN FOR ONE),복합,070-4897-1041,https://ten-for-one.org/,AG022520
"TIMF앙상블 SPICE Ⅲ. 믹스 앤 매치, TIMF앙상블 SPICE Ⅲ. 믹스 앤 매치, TIMF앙상블 SPICE Ⅱ, 바리에테: 관객 저마다의 기시감 [서울]",(사) 팀프앙상블(TIMF 앙상블),서양음악(클래식),02-3474-8317,http://www.ensembletimf.com,AG002354
북녘의 춤 그리고 음악,(사) 평양검무보존회,무용(서양/한국무용),02-2605-6383,http://www.pygeommu.com/,AG018479
"평택페스티발오케스트라, 차이코프스키: The Prize Winner [평택], 평택페스티발오케스트라, 차이코프스키: The Prize Winner [평택], 평택페스티발오케스트라, 차이코프스키: The Prize Winner [평택]",(사) 평택페스티발오케스트라,서양음악(클래식),,,AG021740
"온 가족이 행복한 콘서트 오페라 시리즈3. 프란츠 레하르: THE MERRY WIDOW [부산], 온 가족이 행복한 콘서트오페라 시리즈Ⅲ, 요한스프라우스 Ⅱ: 박쥐 [부산], 온 가족이 행복한 콘서트오페라 시리즈Ⅲ, 요한스프라우스 Ⅱ: 박쥐 [부산]",(사) 하다(HADA),서양음악(클래식),,http://hada22.co.kr/,AG016462
"하슬라국제예술제, 사랑에서 열정으로, 하슬라국제예술제, 사랑에서 열정으로, 하슬라국제예술제, 사랑에서 열정으로",(사) 하슬라국제예술제,복합,02-6954-7760,https://hasla.or.kr/,AG017130
"임예주의 전통춤판 8, 노루목 춤꽃: 춘앵전, 정가지무, 장구춤 [안산], (사) 한국고전무용중앙협회 안산지부창단 기념공연, 임예주 전통춤판 Ⅶ, (사) 한국고전무용중앙협회 안산지부창단 기념공연, 임예주 전통춤판 Ⅶ",(사) 한국고전무용중앙협회 안산지부,무용(서양/한국무용),,https://www.youtube.com/channel/UChYald2hhbdohgrqQQbO-8w,AG017725
"진정한 융복합 콘서트, 꿈을 그리는 노래: 슈만과 말러의 예술과 삶, 제12회 Real Stimme 독일예술가곡연구회 정기연주회: 인생 - 희노애락 (喜怒哀樂)",(사) 한국공간디자인학회,복합,02-6406-8307,https://www.kisd.or.kr/,AG020621
"강효지 솔로 콘서트: 더 바흐 #7 골드베르크, 만화경, 위클리 클래식 페스티벌, 이야기가 있는 클래식 콘서트: 바람의 이야기, 위클리 클래식 페스티벌, 듀오 슈벙: Love, Friends, Time [제주 서귀포]",(사) 한국공연예술가협회,서양음악(클래식),02-6053-0407,https://www.artistsofkorea.com/,AG009238
"MCT FESTIVAL BIG CONCERT with KOMCA, MCT FESTIVAL BIG CONCERT with KOMCA",(사) 한국과학기술정책연구회(STPS),복합,,https://kstps.or.kr/,AG021876
"가고파 음악제: 클래식의 향연, 고향을 그리며",(사) 한국관광진흥원,서양음악(클래식),,,AG020548
이웃과 소통하는 우리 소리 한마당: 강북 어울림 가락,(사) 한국국악협회 강북구지부,한국음악(국악),,,AG022650
"제32회 국악대공연 [고양], 제31회 국악대공연 [고양], 제30회 국악대공연",(사) 한국국악협회 고양시지부,한국음악(국악),,http://www.kukakhyuphoe.or.kr/pages/info_01.php,AG011016
빛고을국악대축제 송년국악한마당,(사) 한국국악협회 광주광역지사회,한국음악(국악),062-524-8300,http://xn--hc0bwg276dwmdrqvdva.com/,AG003828
"판소리로 듣는 단원 김홍도 [안산], 제33회 단원전국국악경연대회, 제33회 단원전국국악경연대회",(사) 한국국악협회 안산지부,한국음악(국악),,,AG018634
"제42회 한국기독남성합창단 정기연주회, 제41회 사단법인 한국기독남성합창단 정기연주회, 제41회 사단법인 한국기독남성합창단 정기연주회",(사) 한국기독남성합창단,서양음악(클래식),,,AG017587
"두루두루 찾아가는 대중음악 콘서트 [안동], 두루두루 찾아가는 대중음악 콘서트 [영광], 두루두루 찾아가는 대중음악 콘서트 [오산]",(사) 한국대중음악공연산업협회,대중음악,,http://mciak.com/,AG018560
"제16회 강동 예술인 페스티벌, 강동문인협회, 강동예술인페스티벌, 강동문인협회",(사) 한국문인협회 강동지부,복합,,,AG019834
브라보체 정기연주회: 동행Ⅷ 심장병 어린이를 위한 기금마련 자선음악회,(사) 한국문화예술교육진흥협회,복합,02-6406-7533,https://kcultureart.kr/,AG021403
"제27회 한국미래춤협회 페스티벌: 춤의 세계로 [성남], 제27회 한국미래춤협회 페스티벌: 춤의 세계로 [성남], 제27회 한국미래춤협회 페스티벌: 춤의 세계로 [성남]",(사) 한국미래춤협회,무용(서양/한국무용),010-9138-1652,http://m.kfdance.co.kr/,AG016159
괜찬타! 정숙아 [대구],(사) 한국민족예술인총연합 대구지회(대구민예총),연극,,,AG019307
우리는 꿈을 위해 달려간다. 돈키호테처럼,(사) 한국발달장애인가족연구소,연극,,http://genapride.org/,AG020179
"제2회 국제생활음악경연대회 입상자 연주, YOUNG ARTIST CONCERT [대구]",(사) 한국생활음악협회 대구지부,서양음악(클래식),,,AG020094
"제2회 한국스즈키 대전·충청·호남 연합 오케스트라 정기연주회 [천안], 성동스즈키 바이올린 & 첼로 정기연주회, 한국스즈키 음악협회 프렌드쉽 콘서트",(사) 한국스즈키음악협회,서양음악(클래식),,,AG020391
"제22회 시조명인전, 제22회 시조명인전",(사) 한국시조명인협회,한국음악(국악),,,AG019008
CHOREO AWARDS,(사) 한국안무저작권협회,대중무용,,,AG020763
"오해, 오해",(사) 한국연극배우협회 광주광역시지회,연극,,https://www.instagram.com/gj.actor/,AG021941
"제7회 말모이축제, 강원 지역: 잘 가시우야, 조선간장: 기억을 담그다",(사) 한국연극협회 강릉시지부,연극,,http://ktheater.bravod.co.kr/,AG019146
어쩌다보니 [거제],(사) 한국연극협회 거제지부,연극,,http://www.gnta.kr/11,AG017449
"제40회 광주 연극제: 제44회 대한민국 연극제 예선대회, 제40회 광주 연극제: 제44회 대한민국 연극제 예선대회, 달을 태우다 [경기 광주]",(사) 한국연극협회 광주시지회,연극,062-523-7201,,AG004089
"시집살이 [군포], 시집살이 [군포]",(사) 한국연극협회 군포시지부,연극,,,AG016861
"제23회 호러와 함께 대구국제힐링공연예술제, 모서리, 제23회 호러와 함께 대구국제힐링공연예술제, 모서리, 제43회 대구 연극제, 노비문서",(사) 한국연극협회 대구광역시지회,연극,,,AG009192
"제41회 복사골연극제, 그녀들의 블루스, 제40회 복사골연극제, 흔적 [부천]",(사) 한국연극협회 부천지부,연극,,,AG018827
"벚꽃동산, 벚꽃동산, 벚꽃동산",(사) 한국연극협회 서울지회 영등포지부,연극,,,AG021826
"제12회 원주어린이극페스티벌, 제12회 원주어린이극페스티벌, 제11회 원주어린이극페스티벌 [원주]",(사) 한국연극협회 원주지부,연극,,,AG008149
"제25회 밀양공연예술축제, 반추",(사) 한국연극협회 진주지부,연극,055-746-7411,http://www.gnta.kr/11,AG019418
"춘천연극 예술축제, 가족회담, 춘천연극 예술축제, 가족회담, 춘천연극 예술축제, 가족회담",(사) 한국연극협회 춘천시지부,연극,,,AG018648
"제4회 G·G청년연극페스티벌 in 하남, Dear: 친애하는 당신에게, 제3회 G.G 청년연극페스티벌, 회전목마, 제3회 G.G 청년연극페스트벌, 장마 [하남]",(사) 한국연극협회 하남지부,연극,,,AG019046
제59회 가수의 날 기념: 안양시민과 함께하는 송년 감사 음악회 [안양],(사) 한국연예예술인총연합회,대중음악,,http://www.kcaa1.com,AG020672
7080 낭만 극장쇼 [용인],(사) 한국연예예술인총연합회 용인지회,연예,,,AG016796
조항조 콘서트: 노래애 미친 남자 [진주],(사) 한국연예예술인협회진주지회,대중음악,,,AG018587
"한국예술 가곡의 밤, 작곡가 신귀복 구순 기념 음악회: 얼굴",(사) 한국예술가곡총연합회,서양음악(클래식),,https://www.facebook.com/groups/713341703988686/,AG021370
"제19회 당진예술제 & 아트페스타 개막식 [당진], 제7회 당진음악협회 정기연주회: 한국가곡 100년의 노래, 제18회 당진예술제, 개막식",(사) 한국예술문화단체총연합회 당진지회,연극,,,AG014241
"제18회 양양예총 종합예술제 초청공연, 제18회 양양예총 종합예술제 초청공연",(사) 한국예술문화단체총연합회 양양군지회,복합,,,AG020024
홍천철도 100년 염원 축하콘서트,(사) 한국예술문화단체총연합회 홍천지회,복합,,,AG020801
"제16회 강동예술인페스티벌, 강동구립민속예술단 국악관현악, 제15회 강동예술인페스티벌, 강동구립경서도민요예술단, 제15회 강동예술인페스티벌, 강동연극협회",(사) 한국예총 강동구지회,서양음악(클래식),,,AG017569
"제7회 말모이축제, 이북 지역: 어느 골목 모퉁이의 단단씨, 제7회 말모이축제, 제주지역: 혀, 제7회 말모이축제, 충청 지역: 국희 이야기",(사) 한국예총 서울종로구지회,연극,,,AG017124
"시흥시 신년음악회: 하나의 울림, 시흥시 신년음악회: 하나의 울림, 시흥시 송년음악회: 크리스마스 지브리 & 디즈니 OST 콘서트",(사) 한국예총 시흥지회,복합,031-316-5700,https://www.sharts.or.kr/,AG017956
제46회 여수예술제,(사) 한국예총 여수지회,복합,061-642-7466,http://www.ysarts.or.kr/,AG012551
"수봉IN기획공연, 들썩 들썩 연희 판! 놀이 판! [인천], 벚꽃동산 [인천 미추홀], 수봉산의 잃어버린 황금 악보를 찾아라! [인천]",(사) 한국예총 인천광역시연합회 인천예총(인천수봉문화회관),복합,032-872-7873,http://www.artin.or.kr/,AG004952
신춘음악회: 대한민국 재즈 페스티벌 [목포],(사) 한국예총 전라남도연합회,대중음악,,,AG013324
"제41회 복사골연극제, 그녀들의 블루스, 제41회 복사골연극제, 그녀들의 블루스, 제40회 복사골연극제, 흔적 [부천]",(사) 한국예총부천지회(부천예총),연극,,,AG018826
MCT FESTIVAL BIG CONCERT with KOMCA,(사) 한국음악저작권협회(KOMCA),대중음악,,https://www.komca.or.kr,AG021878
"제11회 대한민국 청소년 교향악축제 [수원], 제11회 대한민국 청소년 교향악 축제 [고양], 제57회 난파음악제: 난파음악제를 기념하며 (난파합창제)",(사) 한국음악협회 경기도지회,서양음악(클래식),,https://kgmak.modoo.at/,AG017034
"경산오페라단, 아리랑 [경산]",(사) 한국음악협회 경산시지부,서양음악(클래식),,,AG019542
"경산오페라단, 아리랑 [청송]",(사) 한국음악협회 경상북도지회,서양음악(클래식),053-817-7817,http://gbart.co.kr/coding/sub3/sub1_8view.asp,AG020633
"제36회 광주음악제: 음악으로 기억하고, 화합으로 나아가다, 제36회 광주음악제: 음악으로 기억하고, 화합으로 나아가다, 제35회 광주음악제, Be Peace 세상을 위한 진혼곡",(사) 한국음악협회 광주광역시지회,서양음악(클래식),062-674-0555,http://cafe.daum.net/gj-music,AG003735
"부산 청년 연주자의 첫 무대: 영 솔로이스츠, 골든앙상블 희로애락 [부산]",(사) 한국음악협회 부산광역시지회 ((사) 부산음악협회),서양음악(클래식),,http://www.bmasso.or.kr/,AG021338
